Course Code,Course Title,Course Description,Credit,Distribution,Recommended Prep,Pre Requisites,Exclusion
  ANT404H5 , Current Topics in Palaeoanthropology,"This course will introduce students to cutting-edge developments in the palaeoanthropological field. The weekly seminars will be strongly research-based, incorporating the latest discoveries, publications and debates. This course will also involve an in-class practical component during which the extensive cast collection in the department will be utilized, together with new 3D methods for fossil visualization. The goal of this course is to: 1) reinforce key theoretical concepts traditionally applied in the field, and 2) provide students with knowledge of the more recent debates and methodological approaches currently pushing the boundaries of palaeoanthropology. ",0.5,Science,ANT332H5 and ANT333H5,ANT202H5 and ANT203H5 and 1.0 credits in 300-level anthropology courses and departmental approval.,None
  ANT405H5 , Behind Bars: Anthropology of Institutions and Confinement,"This course explores confinement, institutions, and incarceration from a broad anthropological perspective. Bioarchaeological, archaeological, and ethnographic research on institutions (e.g., asylums, poorhouses, prisons) will be critically examined. The goal of the course is to provide students with a complex understanding of institutionalization through time and how health vulnerabilities are created and recreated.",0.5,Science,None,ANT200H5 and ANT220H5,None
  ANT407H5 , Quantitative Methods in Archaeology and Biological Anthropology,"This course will provide students with the basic analytic background necessary to evaluate quantitative data in biological anthropology and archaeology. Students will be introduced to foundational statistical concepts and research methods suitable for anthropological exploration. The focus will be on analysing univariate and bivariate data using both nonparametric and parametric statistical techniques, hypothesis testing, and methods of data collection. The goal of this course is for students to learn how to manipulate simple datasets, ask and answer theoretically relevant questions, and choose the appropriate statistical test for a given research problem. Students will receive hands-on training during lab components and will learn how to analyse data using relevant statistical software. Students will have access to a number of biological anthropology and archaeology datasets for class assignments. No prior knowledge of statistics and mathematics is required. ",0.5,Science,None,(ANT200H5 and ANT201H5) or (ANT202H5 and ANT203H5),ANTC35H3 and BIO360H5 and BIO361H5 and ECO220Y5 and ECO227Y5 and PSY201H5 and PSY202H5 and SOC300Y5 and (SOC350H5 and SOC351H5) and STA218H5 and STA220H5 and STA221H5 and STA256H5 and STA258H5 and STA260H5
  ANT414H5 , People and Plants in Prehistory,"The relationship between plants and people through time offers important insights into our past, particularly human-environmental interaction, plant domestication, and agricultural origins and development. Students will learn archaeological plant remains identification and interpretation skills through a combination of laboratory and seminar sessions. In some years, students may additionally have the option of participating in an international learning experience during Reading Week that will have an additional cost and application process. Skills learned in this course are also useful in forensic investigations. Students will develop a project based on archaeological material from Japan and/or Ontario in consultation with the instructor.",0.5,Science,None,"ANT200H5 and ANT201H5 and 0.5 credit at a 300-level archaeology course, or permission of department",None
  ANT415H5 , Faunal Archaeo-Osteology,"Examination and interpretation of faunal material from archaeological sites, to obtain cultural information regarding the site occupants. ",0.5,Science,ANT312H5 or (ANT334H5 and ANT340H5),(ANT200H5 and ANT201H5) and (ANT306H5 or ANT308H5 or ANT312H5 or ANT318H5),ANT415Y5 and ANT415Y1
  ANT416H5 , Advanced Archaeological Analysis,"This course will involve students in applied laboratory methods in archaeology. Each student will engage in an individual research project on an archaeological data set. Techniques will include basic description, measurement, quantitative analysis and qualitative analysis. The primary focus will be ceramic and lithic analysis. ",0.5,Science,None,ANT312H5,ANT312Y1
  ANT418H5 , Advanced Archaeological Fieldwork,"Practical experience for students who completed ANT318H5 and are ready for more advanced field experiences. During practical component (last two weeks of August, Monday-Friday 9:00 am – 5:00 pm) students have responsibility for recording/documenting an archaeological site in the field, including survey and detailed mapping. Students also act as mentors to ANT318 students during pedestrian and subsurface survey, and excavation. During weekly laboratory sessions September – December students process, identify, and catalogue artifacts, and learn to write an archaeological report and site record form. Limited Enrolment and Application Process: see Anthropology department website for more details.",0.5,Science,None,ANT318H5,None
  ANT430H5 , Special Problems in Biological Anthropology and Archaeology,Special seminar on selected topics in biological anthropology and/or archaeology; focus of seminar changes each year.,0.5,Science,None,Appropriate 200-level and/or 300-level prerequisite core course requirement(s) will be posted on the departmental website along with the Special Topics title and description prior to course registration.,None
  ANT431H5 , Special Problems in Sociocultural and Linguistic Anthropology,Special seminar on selected topics in sociocultural and/or linguistic anthropology; focus of seminar changes each year.,0.5,Social Science,None,Appropriate 200-level and/or 300-level prerequisite core course requirement(s) will be posted on the departmental website along with the Special Topics title and description prior to course registration.,None
  ANT432H5 , Advanced Seminar in Biological Anthropology and Archaeology,"Special seminar on selected topics in any scientific aspect of anthropology, including one or more sub-fields; focus of seminar changes each year. The contact hours for this course may vary in terms of contact type (L,S,T,P) from year to year, but will be between 24-36 contact hours in total. See the UTM Timetable.",0.5,Science,None,Appropriate 200-level and/or 300-level prerequisite core course requirement(s) will be posted on the departmental website along with the Special Topics title and description prior to course registration.,None
  ANT433H5 , Advanced Seminar in Sociocultural and Linguistic Anthropology,"Special seminar on selected topics in any social science aspect of anthropology, including one or more sub-fields; focus of seminar changes each year. The contact hours for this course may vary in terms of contact type (L,S,T,P) from year to year, but will be between 24-36 contact hours in total. See the UTM Timetable.",0.5,Social Science,None,Appropriate 200-level and/or 300-level prerequisite core course requirement(s) will be posted on the departmental website along with the Special Topics title and description prior to course registration.,None
  ANT434H5 , Palaeopathology,"The study of diseases and maladies of ancient populations. The course will survey the range of pathology on human skeletons, (trauma, infection, syphilis, tuberculosis, leprosy, anemia, metabolic disturbances, arthritis and tumors).",0.5,Science,None,ANT334H5,None
  ANT436H5 , Theory and Methods in Molecular Anthropology,"Survey of theory and methods in molecular anthropology, a subdiscipline of anthropology that attempts to understand human evolution and the variation observed in our species using molecular information. ",0.5,Science,None,(ANT202H5 and ANT203H5) and 1.0 credits in 300 level Anthropology courses,ANT336H5
  ANT437H5 , Advanced Seminar in the Anthropology of Health,"This course is the culmination of the undergraduate Anthropology of Health focus and aims to prepare students for workplace application and graduate study in a wide range of clinical and research domains. The course brings together diverse branches of biological investigation (human biology, nutrition, growth and development, chronic and communicable disease) and undertakes a critical examination of theory and methods used in the study of human health. It traces the historical development of the powerful biomedical paradigm that dominates health research today and uses a critical lens to examine the systems used to measure and classify health and disease. It explores evolutionary and biological approaches to understanding human health by examining the concepts of adaptation and plasticity, genetic and epigenetic approaches, developmental origins and life history theories, social determinants of health, and critical medical anthropology. The course explores the profoundly influential role of social inequality on the production and reproduction of health in historical and contemporary populations.",0.5,Science,None,(ANT202H5 or ANT204H5) and ANT220H5,None
  ANT438H5 , The Development of Thought in Biological Anthropology,"This course will present a world-wide perspective of biological anthropological research and how it developed in different countries. To be discussed will be variation in approaches, subjects studied, philosophical attitudes, and the emergence of common themes in the study of physical anthropology.",0.5,Science,None,(ANT202H5 and ANT203H5) and 1.0 credit in300 level Biological Anthropology course,None
  ANT439H5 , Advanced Forensic Anthropology,"Forensic anthropologists are responsible for the search, recovery, and analysis of human skeletal remains in modern contexts. This course will explore the knowledge and skills used by forensic anthropologists to reconstruct the biological profile of the deceased, make an identification, contribute to the determination of manner and mode of death, understand the events that took place at the scene, and to provide an estimate of time since death. ",0.5,Science,ANT306H5,ANT205H5 and ANT334H5,None
  ANT441H5 , Advanced Bioarchaeology,"This course provides students with problem-based, experiential learning in bioarchaeology, including methods of analysis, theoretical issues, and the excavation, documentation and interpretation of a burial. Labs will address analyses and approaches used in CRM when consulting for Indigenous groups and contract archaeologists. Students will collaborate to excavate, analyze, and interpret data, generating a bioarchaeological report of the excavated cemetery.",0.5,Science,None,ANT340H5,ANTD35H3
  ANT455H5 , TOXIC! The anthropology of toxicity,"The presence of toxic chemicals is a defining feature of contemporary life. But while toxicity is everywhere, it is not everywhere the same. Considering toxicity through medical and environmental anthropology, science and technology studies, and environmental justice, we will gain new perspectives on the politics of evidence, the nature of health, and the nature of nature. Creative, hands-on assignments will help us understand the toxic worlds around us at UTM.",0.5,Social Science,None,ANT204H5 or ANT207H5,ANT433H5S - Advanced Seminar in Sociocultural and Linguistic Anthropology (Winter 2021)
  ANT460H5 , Theory in Sociocultural Anthropology,Survey of major theoretical perspectives developed in social and cultural anthropology. The main ideas and underlying assumptions of each perspective will be critiqued and evaluated for their contributions to the field. ,0.5,Social Science,None,ANT204H5 or ANT207H5,ANTD24H3
  ANT462H5 , Living and Dying: Topics in Medical Anthropology and Global Health,"This course is concerned with contemporary medical knowledge practices, with particular emphasis on Western medicine and Public Health. Through a set of key readings in sociocultural medical anthropology, students will explore topics such as the art and science of medicine, end of life rites and rituals, expertise, and the politics and perils of intervention. This is an advanced, writing -intensive seminar that will particularly appeal to sociocultural anthropology students, and those interested in pursuing a career in the health professions.",0.5,Social Science,None,ANT204H5,None
  ANT463H5 ," Anthropologies of Water: On Meaning, Value, and Futures","This class delves into the topic of water from an anthropological perspective by thinking of water not only as resource but also as meaningful substance, symbol, and mediator of human and non-human relations. Class will consist mainly of discussions of ethnographic readings but also of hands-on class exercises, field-trips, and auto-ethnographic work. In some years, students may additionally have the option of participating in an international learning experience during Reading Week that will have an additional cost and application process.",0.5,Social Science,None,ANT204H5 or ENV100Y5 or permission of department,None
  ANT464H5 , The End of Coal: An Ethnographic Approach,"“Coal is Dead” is a phrase often heard these days, and yet it is quite emphatically not. While coal prices are plunging, countries like China are currently building new coal plants all over Africa. Coal, in other words, is increasingly declared dead even as it is decidedly undead, raising the question of what social, political, cultural, and economic processes make this so-called transition so protracted and piece-meal. This class thus offers a social and cultural approach to the protracted energy transition, asking how the study of coal offers insight into questions of history, politics, race, class, and gender. In some years, students may additionally have the option of participating in an international learning experience during Reading Week that will have an additional cost and application process.",0.5,Social Science,None,ANT204H5 or ENV100Y5 or permission of department,None
  ANT465H5 , The Anthropology of Islam,"This course offers an upper-level overview of anthropological research on Islam and cultures of the Muslim world. In this seminar-style class, we will critically examine how anthropologists have approached the study of Islam and Muslim communities and whether there is something we can call the “anthropology of Islam.” We will approach these questions through the critical reading of challenging theoretical texts from the mid-20th to 21st century, but also by examining various manifestations of the Islamic tradition and the diversity and complexity of Muslim cultures around the world, including in sub- Saharan Africa, the Middle East, North Africa, and Europe.",0.5,Social Science,None,1.0 credit at the 300-level sociocultural anthropology course or Permission of Instructor,None
  ANT467H5 , Are Media Turning Humans into Cyborgs?,"The contemporary world is profoundly shaped by mass media. We might even ask if media technologies have changed what it means to be human. Democratic politics, globalized economic flows, and new religious practices all depend on modern technologies of communication, as does the discipline of anthropology. How might we make sense of how social media, television, radio, and film have shaped our lives from an ethnographic perspective? In this course, we will pursue this question through a series of studies of media use, production, and circulation in a wide range of cultural contexts, including the exploring centrality of media to the production of anthropological knowledge. Developing some of the themes that students might have been exposed to in ANT102H5 (Introduction to Sociocultural and Linguistic Anthropology) and ANT204H5 (Sociocultural Anthropology), students will also be guided in pursuing their own research interests in this upper-level seminar.",0.5,Social Science,None,ANT204H5 or ANT207H5 or permission of the department,None
  ANT497H5 , Advanced Independent Study,"This independent study course is designed to offer students advanced supervised reading, research and planning for a publishable report on an anthropological topic not covered in other courses, or covered only briefly. Students who wish to pursue this option with a specific faculty member should approach the faculty member early - before the start of the academic term - to negotiate the research and study program.",0.5,"Science, Social Science",None,Permission of Instructor and Permission of Department,None
  ANT497Y5 , Advanced Independent Study,"This independent study course is designed to offer students advanced supervised reading, research and planning for a publishable report on an anthropological topic not covered in other courses, or covered only briefly. Students who wish to pursue this option with a specific faculty member should approach the faculty member early - before the start of the academic term - to negotiate the research and study program.",1.0,"Science, Social Science",None,Permission of Instructor and Permission of Department,None
  ANT498H5 , Advanced Independent Reading,"This independent reading course is designed to offer students advanced supervised reading on an anthropological topic not covered in other courses, or covered only briefly. Students who wish to pursue this option with a specific faculty member should approach the faculty member early - before the start of the academic term - to negotiate the reading program.",0.5,"Science, Social Science",None,Permission of Instructor and Permission of Department,None
  ANT498Y5 , Advanced Independent Reading,"This independent reading course is designed to offer students advanced supervised reading on an anthropological topic not covered in other courses, or covered only briefly. Students who wish to pursue this option with a specific faculty member should approach the faculty member early - before the start of the academic term - to negotiate the reading program.",1.0,"Science, Social Science",None,Permission of Instructor and Permission of Department,None
  ANT499H5 , Research Opportunity Program,"This course provides senior undergraduate students who have developed some knowledge of a discipline and its research methods an opportunity to work in the research project of a professor in return for course credit. Students enrolled have an opportunity to become involved in original research, develop their research skills and share in the excitement and discovery of acquiring new knowledge. Based on the nature of the project, projects may satisfy the Sciences or Social Sciences distribution requirement. Participating faculty members post their project descriptions for the following summer and fall/winter sessions in early March. See Experiential and International Opportunities for more details.",0.5,None,None,Permission of Instructor and Permission of Department,None
  ANT499Y5 , Research Opportunity Program,"This course provides senior undergraduate students who have developed some knowledge of a discipline and its research methods an opportunity to work in the research project of a professor in return for course credit. Students enrolled have an opportunity to become involved in original research, develop their research skills and share in the excitement and discovery of acquiring new knowledge. Based on the nature of the project, projects may satisfy the Sciences or Social Sciences distribution requirement. Participating faculty members post their project descriptions for the following summer and fall/winter sessions in early March. See Experiential and International Opportunities for more details.",1.0,None,None,Permission of Instructor and Permission of Department,None
  ARA210H5 , Arab Culture I,"This course introduces the Arab culture in general terms and familiarizes students with some fundamental realities of the Arab world (e.g. family, gender roles, social etiquette, etc.) with a general introduction to values and religious practices. The course is taught in English. ",0.5,Humanities,None,None,None
  ARA212Y5 , Introductory Arabic,"This introductory course is designed for beginners, i.e., students with NO prior knowledge of the Arabic language. The course provides a basic proficiency in Modern Standard Arabic. The students will have ample practice of reading and writing the Arabic alphabet and will master the Arabic sounds and their phono-syntactic features. A foundation of grammar will familiarize the students with word formation, word order, and sentence structures. By the end of the course, the students should be able to fully read Arabic, comprehend simple reading, produce complete sentences to express basic information orally and in writing, and to conduct basic conversations in Modern Standard Arabic. All students are REQUIRED to complete the Arabic Language Assessment Questionnaire before enrolling in this course. Please visit https://www.utm.utoronto.ca/language-studies/language-course-assessment-questionnaires and complete the Arabic Language Assessment Questionnaire by no later than August 29th. Late assessment submissions will not be accepted.",1.0,Humanities,None,All students who are enrolling in an ARA language course for the FIRST time are required to complete a language assessment questionnaire. Please visit https://www.utm.utoronto.ca/language-studies/language-course-assessment…,"ARA211H5 or ARA211Y5 or (LGGA40H3 and LGGA41H3) or (NMC210Y1 or NML210Y1) or higher, native speakers."
  ARA300Y5 , Intermediate Arabic for Heritage Learners,"This is an Arabic language course for heritage students, i.e. of Arab origins, who may have had passive exposure to Arabic but have never formally studied the reading and writing of Arabic. This course is also designed to help students with interest in Islamic studies who may have been exposed to elementary Qur’anic teaching but were never taught the alphabet, and who cannot communicate in spoken or written Arabic. In this course, students will begin by learning how to sound, read and write the Arabic alphabet. They will study Arabic grammar, develop reading comprehension, and practice writing skills that advance gradually throughout the course. Each unit of the course is fully supported by a range of comprehension, vocabulary-building, grammar reinforcement activities, and reading & writing exercises. Language analysis will be based on the reading of excerpts of authentic Arabic texts from contemporary literature, magazines and newspapers. By the end of this course, students will have completed the prerequisites to take Arabic reading, literature, and advanced language courses. Please visit https://www.utm.utoronto.ca/language-studies/language-course-assessment… and complete the Arabic Language Assessment Questionnaire by no later than August 29th. Late assessment submissions will not be accepted.",1.0,Humanities,None,As determined by assessment questionnaire (https://www.utm.utoronto.ca/language-studies/language-course-assessment…).,ARA211H5 and ARA311H5
  ARA305Y5 , Introductory Egyptian Colloquial Arabic,"This is an introductory course designed for high beginner level students, who desire to acquire fluency in spoken Egyptian Arabic, commonly known as Egyptian or Cairene Arabic. The course follows a teaching approach that places emphasis on the development of the listening and speaking skills of spoken Egyptian Arabic. This course develops communicative skills in Egyptian colloquial Arabic along parallel tracks of vocabulary and grammar. Therefore, student must be independently comfortable with the Arabic alphabet and must have developed elementary reading ability. The course is designed for students who have completed the beginner level of modern Standard Arabic ARA212Y5Y, and are now ready to branch out into their first experience of a major spoken dialect. ",1.0,Humanities,None,ARA212Y5,None
  ARA312Y5 , Intermediate Arabic,"This course is for students who have basic background information in formal Arabic. To study this course, students should be able to write and speak simple sentences to express basic information in formal Arabic. The course builds on the skills that students have learned in ARA212Y5. By the end of this course, students should be able to use formal Arabic at an intermediate low level using ACTFL guidelines. Everyday language in the Egyptian and Levantine accents will be provided occasionally as supplementary materials for students' information only. However, students' skills will be assessed using formal Arabic only, which is the focus of this course.",1.0,Humanities,None,ARA212Y5,Native users or NMC310Y1 or NML310Y1 or LGGC42H3 or LGGC43H3 or ARA211H5 or ARA311H5
  ARA400Y5 , Advanced Arabic for Heritage Learners,"This course develops the student's communication skills in grammar, writing, reading, and formal registers of speaking, into an advanced level. It caters to the students who have completed the intermediate high level: ARA300, or whose language assessment reflects an intermediate level of proficiency of Arabic as a heritage language. The teaching of this course will also focus on error analysis to develop the student’s ability to distinguish between their version of heritage spoken language and that of the erudite Arabic, الفُصْحى, as used formally across the Arab world. By the end of the course, the student will be able to write in a formal academic register, sustain oral expressions and deliver oral presentations in formal Arabic.",1.0,Humanities,None,ARA300Y5 or appropriate language level as indicated by the Arabic Language Assessment Questionnaire (https://www.utm.utoronto.ca/language-studies/language-course-assessment-questionnaires).,ARA412Y5 and NML410Y1
  ARA408H5 , Arabs in Western Literature and Arts: Reception and Interpretation,"(Offered in English).This survey course examines representative fiction and non-fiction texts, painting, films, operas, comics and video games to explore salient incidences of encounter, impact, and reception of the Arabs in medieval and modern Western thought. Examples of topics of analysis are Islamic imagery in Dante’s Inferno, motifs of storytelling and narrative structures from the One Thousand and One night in Boccaccio’s Decameron and Chaucer’s Canterbury Tales…From the Moors in Spain, to the Arabs in Sicily, from Shakespeare’s Othello to the Victorian Gothic Vathek, the course will move on to explore the extension of the French Orientalists’ influence beyond European painting to operas, and later in cinema, exploring works such as Il Seraglio, Lawrence Arabia, Casablanca and others. Current representations of the Arabs in Western films, TV shows, comics, and video games will be analyzed to trace continuity and discontinuity of the earlier reception. Students who take this course to be counted towards the Language Citation must complete written course work in Arabic. ",0.5,Humanities,None,Open to all students who have completed 9.0 credits.,None
  ARA410H5 , Advanced Arabic Reading I: Reading the Sacred and the Legendary,"This is the first of two intensive advanced reading courses in the Arabic language. Throughout this course, the students will also be familiar with different sacred texts such as Tafsīr (Quranic exegesis) and Qiṣas al-Anbiyā’ (Tales of the Prophets) to the fables focused on the description of amazing and mythological creatures such as Qazvīni’s ‘Ajā’ib al-Makhlūqāt wa Gharā’ib alMawjūdāt (Marvels of Creatures and Strange things existing) and Kalīla wa Dimna as well as the epic of the legendary Arabic heroin Dhāt al-Himma in Sīrat Dhāt al-Himma. ",0.5,Humanities,None,ARA311H5 or ARA312Y5,None
  ARA411H5 , Advanced Arabic Reading II: Literary Journeys into the Past,"This is the second of two intensive advanced reading courses in the Arabic language. This course will concentrate on works relating to history which includes universal histories in the world from creation up to their own eras; biographies of individuals and biographical dictionaries, advice literature that guide rulers to govern efficiently; poetry by poets and poetesses; maqãmãt or works of rhymed prose; mystical texts; travelogues that describe the adventures and observations of travelers to faraway lands; annalistic chronicles that record events from year to year; and chancery documents that shed light on the way medieval administrations worked. ",0.5,Humanities,ARA410H5,ARA311H5 or ARA312Y5,None
  ARA412Y5 , Advanced Arabic,"This course uses differentiated instruction and assessment methods to provide Arabic language instruction to two groups of students: 1) advanced learners of Arabic as a foreign language, and 2) heritage students who may have native or native-like proficiency in the Arabic language. Both groups of learners will have customized study materials and assessment schemes that provide for their specific learning needs and language abilities.",1.0,Humanities,None,(ARA312Y5 or ARA311H5). Students who have not completed ARA312Y5 or ARA311H5 must obtain permission from the department before enrolling.,NML410Y1 or ARA400Y5
  AST101H5 , Exploring the Solar System,"This course explores Earth's local family, consisting of two types of major planets, newly identified dwarf planets, many moons orbiting the planets, and millions of smaller objects such as comets and meteoroids. This course examines how these groups are similar and different, how the solar system formed, and how our solar system compares to the systems of other stars.",0.5,Science,None,None,AST101H1 or AST121H1 or AST221H1 or ASTA01H3
  AST110H5 , Introduction to Astronomical Observations,"This course gives a quantitative, scientific introduction to observing, concentrating on objects that can be seen with the naked eye or with binoculars. The measurements will be combined with calculations to yield quantitative conclusions and predictions. This is the first course for students following the major in astronomy or the specialist in astronomical sciences, but it is also suitable for students with the appropriate background who want to understand more fully the celestial phenomena visible to them.",0.5,Science,SPH4U and MHF4U and MCV4U,None,None
  AST115H5 , Cultural Astronomy,"This course will explore the historic and ongoing relationship between astronomy and human culture. In this course, students will approach astronomical concepts through the lens of archaeoastronomy – the exploration of astronomical practices in ancient cultures, and ethnoastronomy – the study of modern astronomical practices by cultures around the world. Topics will include cultural interpretations of the motions of the stars, planets, moon, and sun, methods of navigation and timekeeping, puzzles that have inspired important shifts in our understanding of the Universe, and varying cultural conceptions of what science is and how it is done.",0.5,Science,None,None,AST101H5 or AST101H1 or AST215H5 or AST210H1 or ASTB03H3
  AST201H5 , Exploring the Universe,"The Universe extends from the Sun to the most distant regions we can observe. This course explores our Sun, the other stars, the Milky Way galaxy in which our Sun lives, other galaxies that are far outside our Milky Way, and the most distant objects we can observe. In addition, the course presents evidence that everything we observe is just a small fraction of what exists in the Universe. The course content considers how the Universe began and evolved over time and the possibility of life beyond Earth.",0.5,Science,None,None,AST121H1 or AST201H1 or AST210H1 or AST221H1 or AST222H1 or ASTA02H3 or ASTB23H3
  AST221H5 ," Astrophysics I – Planets, Sun and Stars","This course explores the astrophysics of planets, Sun and stars, including their observed variety, structure, formation and evolution.",0.5,Science,None,[MAT135H5 and MAT136H5) or (MAT137H5 and MAT139H5) or (MAT157H5 and MAT159H5) or MAT135Y5 or MAT137Y5 or MAT157Y5] and (PHY146H5 and PHY147H5),AST221H1
  AST222H5 ," Astrophysics II – Stellar Systems, Galaxies and the Universe","This course explores the astrophysics of the Milky Way, other galaxies, and the Universe.",0.5,Science,None,AST221H5,AST222H1
  AST252H5 , Life in the Universe,"This course addresses the question of life beyond Earth. Starting with our current understanding of how life began and evolved on Earth, the course explores possibility that life might have developed elsewhere in the Universe. It summarizes the evidence that the conditions necessary for life might exist today or existed in the past on other planets in our solar system. This search for evidence of life is then extended to the thousands of planets that have been discovered orbiting other stars.",0.5,Science,None,None,AST251H1
  AST299Y5 , Research Opportunity Program,"This courses provides a richly rewarding opportunity for students in their second year to work in the research project of a professor in return for 299Y course credit. Students enrolled have an opportunity to become involved in original research, learn research methods and share in the excitement and discovery of acquiring new knowledge. Participating faculty members post their project descriptions for the following summer and fall/winter sessions in early February and students are invited to apply in early March. See Experiential and International Opportunities for more details.",1.0,Science,None,None,None
  AST320H5 , Astrophysics III – Unsolved Problems in Astrophysics,"This course explores the formation, equilibrium, and evolution of structure on various astronomical scales through the investigation of major open questions in modern astrophysics. Topics may include exoplanet formation and evolution, supermassive black holes, the progenitors of type Ia supernovae, galaxy evolution, and the nature of dark matter.",0.5,Science,None,AST222H5,AST320H1
  AST399Y5 , Research Opportunity Program,"This course provides third-year undergraduate students (after completing at least 9.0 credits) who have developed some knowledge of astronomical research with an opportunity to assist in a research project of a professor in return for course credit. Students enrolled in this course have the opportunity to enhance their research skills and share in the excitement of acquiring new knowledge and in the discovery process of science. Participating faculty members post their project descriptions for the following summer and fall/winter sessions in early February, and students are invited to apply in early March. See Experiential and International Opportunities for more details.",1.0,Science,None,None,None
  BIO152H5 , Introduction to Evolution and Evolutionary Genetics,"The scientific method and the modern theory of evolution as an introduction to biology. The principles of evolution, transmission and evolutionary genetics are developed in lectures and laboratories.",0.5,Science,None,Grade 12 SBI4U Biology (minimum grade of 70%),BIO130H1 or BIOA01H3
  BIO153H5 , Diversity of Organisms,"The consequences of Darwinian evolution: adaptations of organisms as a product of the main evolutionary mechanism - natural selection. The roles of natural selection and other mechanisms in the diversification of life are reviewed, along with the diversity of structures and life cycles in bacteria, protists, animals, plants and fungi. ",0.5,Science,None,BIO152H5,BIO120H1 or BIOA02H3
  BIO200H5 , Introduction to Pharmacology:  Pharmacokinetic Principles,"Topics include absorption, distribution, biotransformation, elimination, calculation of dosages, variability in drug response and adverse drug reactions.",0.5,Science,None,BIO152H5 and BIO153H5 and CHM110H5 and CHM120H5,PCL201H1 or JBC201H5
  BIO201H5 , The Biology Behind the News,"News stories are used to explore areas of biology, to learn about the process of science, and to find and assess the validity of information. The topics for the course modules will change yearly because the course is designed to give students the tools to explore the biology behind the news, not to teach a comprehensive survey of biological facts. Reading, writing, and research skills are emphasized. This is a biology course for students in the Humanities and Social Sciences as well as other non-Biology Sciences. ",0.5,Science,None,None,Any BIO course (except BIO211H5) taken previously or concurrently.
  BIO202H5 , Introductory Animal Physiology,"Diversity of structure and function in animals at the tissue and organ system level. Focus is on morphology and processes that sustain life and maintain homeostasis, including water balance, gas exchange, acquisition and transport of oxygen and nutrients, temperature regulation, electrical and chemical signal transmission, sensory processing, and locomotion. Principles and mechanisms of animal form and function are developed in lectures and laboratories. ",0.5,Science,None,BIO152H5 and BIO153H5 and CHM110H5 and CHM120H5,BIO204H5 or (BIO270H1 or BIO271H1) or (BIOB32H3 or BIOB34H3)
  BIO203H5 , Introductory Plant Morphology and Physiology,"Introduction to the morphology and physiology of plants. Students will learn that plants require energy to support metabolism and growth, and that these processes are highly regulated in order to achieve homeostasis. Topics covered include: biology of the plant cell, plant morphology, plant respiration and photosynthesis, transport processes, regulation of growth and development, and plant ecophysiology. Principles and mechanisms of plant form and function are developed in lectures and laboratories. ",0.5,Science,None,BIO152H5 and BIO153H5 and CHM110H5 and CHM120H5,BIO204H5 or BIO251H1
  BIO205H5 , Ecology,"An introduction to the scientific study of ecology, emphasizing the structure and dynamics of populations, communities and ecosystems. Topics include population growth and regulation, competition, predation, biodiversity, succession, and nutrient cycling. Classic models and studies will be supplemented with both plant and animal examples. ",0.5,Science,None,(BIO152H5 and BIO153H5) or  (ENV100Y5 for students in Environmental Programs),BIOB50H3
  BIO206H5 , Introductory Cell and Molecular Biology,"An introduction to the molecular biology of the cell with an emphasis on similarities and differences between prokaryotic and eukaryotic cells. Topics include the structure and function of: macromolecules, membranes, ribosomes, nuclei, intracellular organelles, etc. Other topics include: the central dogma of molecular biology (replication, transcription and translation), protein targeting, organization of the genome, gene regulation and regulation of the cell cycle. Tutorials will emphasize and consolidate concepts from lecture and text through individual and group assignments.",0.5,Science,None,BIO152H5 and CHM110H5 and CHM120H5,BIO230H1 or BIO255H1 or BIOB10Y3 or BIOB11H3 or BIOB12H3
  BIO207H5 , Introductory Genetics,"The principles of Mendelian inheritance and modern genetics are illustrated using examples from medical research, evolutionary biology, agriculture and conservation biology. Topics covered include: chromosome theory of inheritance, basic eukaryotic chromosome mapping, gene and chromosome mutation, the lac system, the extranuclear genome, population and quantitative genetics. In tutorials, students will work through problem sets related to lecture material as well as probability and statistical analysis.",0.5,Science,None,BIO152H5 and BIO153H5 and BIO206H5,BIO260H1 or HMB265H1 or BIOC15H3
  BIO208H5 , Fundamentals of Human Anatomy and Physiology I,"The integration of the major organ systems involved in human biomechanics. A comparative approach is taken, placing the structure and function of the skeletal, muscular and nervous systems in an evolutionary context.",0.5,Science,None,BIO152H5 and BIO153H5,BIO210H5 or BIO210Y5Y or BIOB33H3 or BIOB35H5
  BIO209H5 , Fundamentals of Human Anatomy and Physiology II,"The structure and function of the human body. Topics include integrating different organ systems, such as endocrine, cardiovascular, respiratory, and urogenital systems. An emphasis is placed on integration of structure and function of the major organ systems. As part of this course, students may have the option of participating in an international learning experience that will have an additional cost and application process.",0.5,Science,None,BIO208H5,BIO210H5 or BIO210Y5Y or BIOB33H3 or BIOB35H5
  BIO211H5 , The History of Our Living Planet,"This course provides a survey of major events in the evolution of life and Earth's geological history. It includes overviews of science as a process, geological principles, climate, and evolution. Special focus will be on major events including origin of life, the Cambrian explosion, plant and animal radiations onto land, the Mesozoic evolution of dinosaurs, and the Cenozoic diversification of mammals. This is a biology course for students in the Humanities and Social Sciences as well as other non-Biology Sciences. ",0.5,Science,None,None,Any BIO course (except BIO201H5) taken previously or concurrently.
  BIO259H5 , Introduction to Biological Data,"This course introduces students to the exploration and analysis of biological data through computation. Students will learn to import biological datasets, parse and manipulate the data, and develop an intuition for basic statistical thinking through practical exercises and lectures.",0.5,Science,None,BIO152H5 and BIO153H5,BIOB20H3
